unit,product,indic_nrg,geo,_2011,_2011_flag,_2010,_2010_flag,_2009,_2009_flag,_2008,_2008_flag,_2007,_2007_flag,_2006,_2006_flag,_2005,_2005_flag,_2004,_2004_flag,_2003,_2003_flag,_2002,_2002_flag,_2001,_2001_flag,_2000,_2000_flag,_1999,_1999_flag,_1998,_1998_flag,_1997,_1997_flag,_1996,_1996_flag,_1995,_1995_flag,_1994,_1994_flag,_1993,_1993_flag,_1992,_1992_flag,_1991,_1991_flag,_1990,_1990_flag,serialid
Thousand tonnes of oil equivalent (TOE),Solar energy,Construction,Norway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5644
Thousand tonnes of oil equivalent (TOE),Solar energy,Construction,Poland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5645
Thousand tonnes of oil equivalent (TOE),Solar energy,Construction,Portugal,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5646
Thousand tonnes of oil equivalent (TOE),Solar energy,Construction,Romania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5647
Thousand tonnes of oil equivalent (TOE),Solar energy,Construction,Sweden,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5648
Thousand tonnes of oil equivalent (TOE),Solar energy,Construction,Slovenia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5649
Thousand tonnes of oil equivalent (TOE),Solar energy,Construction,Slovakia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5650
Thousand tonnes of oil equivalent (TOE),Solar energy,Construction,Turkey,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5651
Thousand tonnes of oil equivalent (TOE),Solar energy,Construction,United Kingdom,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5652
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Austria,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5653
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Belgium,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5654
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Bulgaria,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5655
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Switzerland,,,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5656
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Cyprus,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5657
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Czech Republic,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5658
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Germany (until 1990 former territory of the FRG),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5659
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Denmark,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5660
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)",8,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,0,,5661
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Euro area (12 countries),8,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,0,,5662
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Euro area (13 countries),8,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,0,,5663
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Euro area (15 countries),8,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,0,,5664
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Euro area (16 countries),8,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,0,,5665
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Euro area (17 countries),8,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,0,,5666
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Estonia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5667
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),"European Economic Area (EU-15 plus IS, LI, NO)",8,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,0,,5668
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Greece,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5669
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Spain,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,0,,5670
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),European Union (15 countries),8,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,0,,5671
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),European Union (25 countries),8,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,0,,5672
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),European Union (27 countries),8,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,0,,5673
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Finland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5674
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),France,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5675
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Croatia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5676
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Hungary,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5677
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Ireland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5678
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Iceland,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5679
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Italy,7,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5680
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Lithuania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5681
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Luxembourg,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5682
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Latvia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5683
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),"Former Yugoslav Republic of Macedonia, the",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5684
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Malta,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5685
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Netherlands,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5686
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),New Member States (10 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5687
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Norway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5688
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Poland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5689
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Portugal,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5690
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Romania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5691
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Sweden,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5692
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Slovenia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5693
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Slovakia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5694
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),Turkey,0,,0,,0,,126,,126,,121,,121,,121,,119,,119,,118,,97,,76,,69,,58,,46,,38,,29,,20,,17,,13,,8,,5695
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-specified (Industry),United Kingdom,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5696
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Austria,164,,160,,152,,115,,106,,99,,91,,85,,79,,69,,67,,62,,58,,54,,48,,42,,36,,29,,25,,23,,19,,15,,5697
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Belgium,14,,12,,11,,6,,5,,3,,3,,3,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,5698
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Bulgaria,14,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5699
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Switzerland,,,43,,38,,29,,27,,25,,24,,23,,22,,22,,21,,20,,20,,18,,17,,16,,15,,13,,12,,10,,9,,7,,5700
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Cyprus,63,,61,,58,,56,,54,,43,,41,,40,,36,,35,,34,,35,,35,,34,,33,,32,,31,,0,,0,,0,,0,,0,,5701
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Czech Republic,11,,9,,6,,5,,4,,3,,2,,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5702
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Germany (until 1990 former territory of the FRG),555,,447,,407,,355,,315,,281,,243,,214,,188,,168,,140,,110,,89,,74,,60,,47,,38,,30,,24,,19,,14,,11,,5703
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Denmark,14,,12,,12,,11,,10,,9,,9,,8,,8,,8,,8,,7,,7,,7,,6,,6,,5,,4,,4,,3,,3,,2,,5704
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)",1496,,1335,,1173,,995,,812,,671,,588,,537,,482,,442,,404,,261,,231,,206,,180,,162,,145,,129,,94,,85,,75,,65,,5705
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Euro area (12 countries),1419,,1259,,1108,,939,,812,,671,,588,,537,,482,,442,,404,,360,,327,,299,,269,,248,,227,,208,,169,,155,,138,,121,,5706
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Euro area (13 countries),1428,,1267,,1115,,939,,812,,671,,588,,537,,482,,442,,404,,360,,327,,299,,269,,248,,227,,208,,169,,155,,138,,121,,5708
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Euro area (15 countries),1491,,1331,,1173,,995,,866,,714,,629,,576,,518,,477,,438,,396,,362,,333,,302,,280,,258,,208,,169,,155,,138,,121,,5709
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Euro area (16 countries),1496,,1335,,1173,,995,,866,,714,,629,,576,,518,,477,,438,,396,,362,,333,,302,,280,,258,,208,,169,,155,,138,,121,,5710
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Euro area (17 countries),1496,,1335,,1173,,995,,866,,714,,629,,576,,518,,477,,438,,396,,362,,333,,302,,280,,258,,208,,169,,155,,138,,121,,5711
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Estonia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5712
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,"European Economic Area (EU-15 plus IS, LI, NO)",1553,,1369,,1199,,1015,,876,,722,,632,,574,,514,,470,,428,,384,,349,,320,,290,,268,,247,,227,,187,,172,,154,,137,,5713
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Greece,182,,183,,182,,173,,160,,109,,100,,107,,98,,99,,100,,99,,97,,93,,89,,86,,82,,79,,75,,70,,63,,56,,5714
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Spain,203,,182,,154,,124,,92,,72,,60,,52,,44,,40,,35,,31,,28,,24,,22,,25,,24,,23,,0,,0,,0,,0,,5715
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,European Union (15 countries),1553,,1369,,1199,,1015,,876,,722,,632,,574,,514,,470,,428,,384,,349,,320,,290,,268,,247,,227,,187,,172,,154,,137,,5716
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,European Union (25 countries),1657,,1467,,1282,,1081,,936,,771,,678,,618,,554,,507,,464,,420,,384,,354,,323,,301,,278,,227,,187,,172,,154,,137,,5717
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,European Union (27 countries),1671,,1477,,1282,,1081,,936,,771,,678,,618,,554,,507,,464,,420,,384,,354,,323,,301,,278,,227,,187,,172,,154,,137,,5718
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Finland,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5719
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,France,64,,57,,50,,44,,35,,27,,21,,18,,17,,16,,16,,17,,17,,18,,18,,19,,20,,20,,20,,20,,20,,19,,5720
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Croatia,6,,5,,5,,4,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5721
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Hungary,6,,5,,4,,4,,2,,2,,2,,2,,2,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5722
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Ireland,8,,7,,4,,3,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5723
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Iceland,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5724
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Italy,133,,127,,85,,67,,52,,35,,27,,18,,16,,14,,12,,11,,10,,10,,7,,7,,7,,7,,7,,6,,5,,5,,5725
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Lithuania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5726
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Luxembourg,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5727
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Latvia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5728
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,"Former Yugoslav Republic of Macedonia, the",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5729
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Malta,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5730
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Netherlands,25,,24,,22,,20,,20,,19,,18,,17,,16,,14,,12,,11,,9,,8,,7,,5,,5,,4,,3,,3,,2,,2,,5731
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,New Member States (10 countries),104,,98,,83,,66,,60,,49,,46,,44,,40,,37,,36,,35,,35,,34,,33,,32,,31,,0,,0,,0,,0,,0,,5732
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Norway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5733
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Poland,10,,8,,7,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5734
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Portugal,68,,58,,38,,30,,26,,24,,22,,21,,20,,20,,19,,18,,18,,17,,16,,16,,15,,14,,14,,13,,13,,11,,5735
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Romania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5736
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Sweden,11,,10,,10,,9,,9,,6,,6,,5,,5,,4,,4,,5,,5,,5,,4,,4,,5,,4,,4,,4,,4,,3,,5737
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Slovenia,9,,8,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5738
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Slovakia,5,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5739
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,Turkey,441,,302,,300,,294,,294,,281,,264,,254,,231,,199,,169,,165,,160,,141,,121,,113,,105,,100,,68,,43,,28,,20,,5740
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Other Sectors,United Kingdom,109,,87,,69,,56,,45,,36,,29,,25,,20,,16,,13,,11,,10,,9,,10,,10,,10,,10,,10,,10,,10,,10,,5741
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Austria,96,,102,,94,,74,,67,,61,,55,,50,,45,,41,,39,,36,,33,,31,,27,,24,,20,,17,,14,,13,,11,,8,,5742
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Belgium,7,,6,,9,,5,,4,,3,,2,,2,,2,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5743
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Bulgaria,8,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5744
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Switzerland,,,28,,24,,20,,18,,16,,15,,14,,13,,12,,11,,10,,10,,9,,7,,7,,6,,5,,4,,3,,3,,2,,5745
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Cyprus,53,,52,,49,,48,,46,,37,,35,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5746
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Czech Republic,8,,7,,5,,4,,3,,2,,2,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5747
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Germany (until 1990 former territory of the FRG),539,,433,,393,,355,,303,,270,,232,,203,,177,,106,,88,,57,,50,,53,,45,,37,,27,,24,,19,,14,,11,,7,,5748
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Denmark,12,,11,,10,,9,,9,,8,,7,,7,,7,,7,,6,,6,,6,,6,,5,,5,,4,,4,,3,,3,,2,,2,,5749
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)",1279,,1144,,1010,,878,,705,,575,,502,,458,,409,,326,,302,,163,,136,,133,,119,,107,,92,,85,,66,,59,,52,,44,,5750
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Euro area (12 countries),1213,,1078,,953,,830,,705,,575,,502,,458,,409,,326,,302,,261,,232,,225,,207,,192,,174,,163,,140,,129,,115,,101,,5751
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Euro area (13 countries),1222,,1086,,961,,830,,705,,575,,502,,458,,409,,326,,302,,261,,232,,225,,207,,192,,174,,163,,140,,129,,115,,101,,5752
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Euro area (15 countries),1275,,1140,,1010,,878,,751,,612,,537,,458,,409,,326,,302,,261,,232,,225,,207,,192,,174,,163,,140,,129,,115,,101,,5753
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Euro area (16 countries),1279,,1144,,1010,,878,,751,,612,,537,,458,,409,,326,,302,,261,,232,,225,,207,,192,,174,,163,,140,,129,,115,,101,,5754
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Euro area (17 countries),1279,,1144,,1010,,878,,751,,612,,537,,458,,409,,326,,302,,261,,232,,225,,207,,192,,174,,163,,140,,129,,115,,101,,5755
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Estonia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5756
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,"European Economic Area (EU-15 plus IS, LI, NO)",1236,,1099,,973,,849,,722,,589,,515,,470,,420,,337,,312,,272,,242,,236,,217,,201,,182,,171,,147,,135,,121,,106,,5757
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Greece,175,,180,,179,,170,,157,,108,,99,,106,,97,,98,,99,,98,,96,,93,,89,,85,,82,,78,,74,,69,,63,,56,,5758
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Spain,164,,144,,119,,95,,67,,49,,41,,36,,31,,29,,27,,24,,7,,10,,9,,10,,10,,10,,0,,0,,0,,0,,5759
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,European Union (15 countries),1236,,1099,,973,,849,,722,,589,,515,,470,,420,,337,,312,,272,,242,,236,,217,,201,,182,,171,,147,,135,,121,,106,,5760
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,European Union (25 countries),1323,,1183,,1044,,904,,773,,630,,554,,473,,423,,338,,313,,272,,242,,236,,217,,201,,182,,171,,147,,135,,121,,106,,5761
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,European Union (27 countries),1331,,1189,,1044,,904,,773,,630,,554,,473,,423,,338,,313,,272,,242,,236,,217,,201,,182,,171,,147,,135,,121,,106,,5762
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Finland,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5763
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,France,54,,50,,44,,39,,31,,25,,21,,18,,17,,16,,16,,17,,17,,18,,18,,19,,20,,20,,20,,20,,20,,19,,5764
