unit,product,indic_nrg,geo,_2011,_2011_flag,_2010,_2010_flag,_2009,_2009_flag,_2008,_2008_flag,_2007,_2007_flag,_2006,_2006_flag,_2005,_2005_flag,_2004,_2004_flag,_2003,_2003_flag,_2002,_2002_flag,_2001,_2001_flag,_2000,_2000_flag,_1999,_1999_flag,_1998,_1998_flag,_1997,_1997_flag,_1996,_1996_flag,_1995,_1995_flag,_1994,_1994_flag,_1993,_1993_flag,_1992,_1992_flag,_1991,_1991_flag,_1990,_1990_flag,serialid
Terajoule,Solar energy,Food and Tobacco,Euro area (16 countries),31,,31,,26,,24,,20,,18,,17,,13,,9,,6,,5,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43039
Terajoule,Solar energy,Food and Tobacco,Euro area (17 countries),31,,31,,26,,24,,20,,18,,17,,13,,9,,6,,5,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43040
Terajoule,Solar energy,Food and Tobacco,Estonia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43041
Terajoule,Solar energy,Food and Tobacco,"European Economic Area (EU-15 plus IS, LI, NO)",31,,31,,26,,24,,20,,18,,17,,13,,9,,6,,5,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43042
Terajoule,Solar energy,Food and Tobacco,Greece,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43043
Terajoule,Solar energy,Food and Tobacco,Spain,31,,31,,26,,24,,20,,18,,17,,13,,9,,6,,5,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43044
Terajoule,Solar energy,Food and Tobacco,European Union (15 countries),31,,31,,26,,24,,20,,18,,17,,13,,9,,6,,5,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43045
Terajoule,Solar energy,Food and Tobacco,European Union (25 countries),31,,31,,26,,24,,20,,18,,17,,13,,9,,6,,5,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43046
Terajoule,Solar energy,Food and Tobacco,European Union (27 countries),31,,31,,26,,24,,20,,18,,17,,13,,9,,6,,5,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43047
Terajoule,Solar energy,Food and Tobacco,Finland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43048
Terajoule,Solar energy,Food and Tobacco,France,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43049
Terajoule,Solar energy,Food and Tobacco,Croatia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43050
Terajoule,Solar energy,Food and Tobacco,Hungary,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43051
Terajoule,Solar energy,Food and Tobacco,Ireland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43052
Terajoule,Solar energy,Food and Tobacco,Iceland,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43053
Terajoule,Solar energy,Food and Tobacco,Italy,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43054
Terajoule,Solar energy,Food and Tobacco,Lithuania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43055
Terajoule,Solar energy,Food and Tobacco,Luxembourg,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43056
Terajoule,Solar energy,Food and Tobacco,Latvia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43057
Terajoule,Solar energy,Food and Tobacco,"Former Yugoslav Republic of Macedonia, the",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43058
Terajoule,Solar energy,Food and Tobacco,Malta,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43059
Terajoule,Solar energy,Food and Tobacco,Netherlands,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43060
Terajoule,Solar energy,Food and Tobacco,New Member States (10 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43061
Terajoule,Solar energy,Food and Tobacco,Norway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43062
Terajoule,Solar energy,Food and Tobacco,Poland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43063
Terajoule,Solar energy,Food and Tobacco,Portugal,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43064
Terajoule,Solar energy,Food and Tobacco,Romania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43065
Terajoule,Solar energy,Food and Tobacco,Sweden,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43066
Terajoule,Solar energy,Food and Tobacco,Slovenia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,43067
